mod_id,name_cn,local_name_en,notes,tags,nexus_url,title_en,author,category,summary,thumbnail,nexus_requirements
36194,快速保存和加载进度,,,#必下mod,https://www.nexusmods.com/stardewvalley/mods/36194,Walk Of Life - Spanish,Eddy Stalin,未知分类,Traduccion al español de Walk Of Life - Profession Overhaul,https://raw.githubusercontent.com/jeeeny/nexus-mod/main/images/36194.png,
25920,第一年每天获得一份礼物,,,#机制类,https://www.nexusmods.com/stardewvalley/mods/25920,Housewarming Gifts By Mail,Br1ghtEy3s,未知分类,Gives the farmer a gift by mail everyday for the first year!,https://raw.githubusercontent.com/jeeeny/nexus-mod/main/images/25920.png,
26599,新增鸟类,,,#扩展类,https://www.nexusmods.com/stardewvalley/mods/26599,Eurasian Birds for Ornithologist's Guild,Mazout,未知分类,Adds 15 species of Eurasian (and Africa overwintering species!) birds for an even more lively valley and fun birding. (Traduction française intégrée !),https://raw.githubusercontent.com/jeeeny/nexus-mod/main/images/26599.png,
32757,平衡性大修mod,,,#游戏平衡,https://www.nexusmods.com/stardewvalley/mods/32757,Stardew Valley Balance Overhaul - Continued (DISCONTINUED),Minothilos,未知分类,"Rebalances almost every aspect of the Vanilla Game, from sell prices of crops, artisan goods, fish, forage, minerals and food, to monster difficulty, to machine processing rules and crafting recipes. Very configurable, with added support for multiple popular mods.<br /><br />Originally created by Theoddon.",https://raw.githubusercontent.com/jeeeny/nexus-mod/main/images/32757.png,
31511,齐先生可婚,,汉化32229,#可婚,https://www.nexusmods.com/stardewvalley/mods/31511,(CP) Friendable Mr.Qi,AngelOfStars,未知分类,"Turns Mr.Qi into a fully friendable and marriable NPC with heart events, gift tastes, and much much more!",https://raw.githubusercontent.com/jeeeny/nexus-mod/main/images/31511.png,
39379,猫露谷,,,#人气新mod｜#UI美化｜#美化,https://www.nexusmods.com/stardewvalley/mods/39379,Cat Valley(Interface),RimeNovi,未知分类,"cat-inspired UI theme,With feline friends by your side.",https://raw.githubusercontent.com/jeeeny/nexus-mod/main/images/39379.jpg,
39057,五谷丰登,,,#人气新mod,https://www.nexusmods.com/stardewvalley/mods/39057,Cornucopia - Cooking Recipes,Cornucopia,未知分类,A configurable cooking expansion mod that adds lots of recipes from Ferngill and beyond for you to discover in your game!,https://raw.githubusercontent.com/jeeeny/nexus-mod/main/images/39057.png,
39745,维多利亚家具,,,#人气新mod,https://www.nexusmods.com/stardewvalley/mods/39745,PC's Victorian Furniture,PlatinumCats,未知分类,A Victorian-themed furniture pack for your farmhouse.,https://raw.githubusercontent.com/jeeeny/nexus-mod/main/images/39745.jpg,
39041,鹈鹕镇秘史,,,#人气新mod,https://www.nexusmods.com/stardewvalley/mods/39041,Stardew Valley Explained,Dolphin Is Not a Fish,未知分类,An assortment of events that will answer the Stardew Valley community’s most burning questions!,https://raw.githubusercontent.com/jeeeny/nexus-mod/main/images/39041.png,
39407,重新着色,,,#人气新mod,https://www.nexusmods.com/stardewvalley/mods/39407,Kookiefroggie's Recolor,Kookiefroggie,未知分类,"A seasonal recolor that let's you enjoy the game like never before! Keeps grass, cliffs and dirt the same all seasons and makes winter feel magical. Also replaces fences, tilled soil, fertilizer etc.~",https://raw.githubusercontent.com/jeeeny/nexus-mod/main/images/39407.jpg,
38014,怪物美化,,,#人气新mod｜｜#美化,https://www.nexusmods.com/stardewvalley/mods/38014,Bog's Monster Mash,BogWyytch and Abagaianye,未知分类,OCTOBER 2025 MOD OF THE MONTH! Retextures vanilla monsters and adds different rarity based variants! Special "Super Rare" variants and special drops to spice up your time in the mines. Of course they are BOGGIFIED.,https://raw.githubusercontent.com/jeeeny/nexus-mod/main/images/38014.png,
38381,自动切换服装,,,#人气新mod,https://www.nexusmods.com/stardewvalley/mods/38381,Auto-change Outfits,ahomiepassingby,未知分类,Change your outfits automatically using Fashion Sense,https://raw.githubusercontent.com/jeeeny/nexus-mod/main/images/38381.png,
