mod_id,name_cn,local_name_en,notes,tags,nexus_url,title_en,author,category,summary,thumbnail,nexus_requirements
2400,Stardew 改装 API,SMAPI - Stardew Modding API,必装所有mod的前提,#前置,https://www.nexusmods.com/stardewvalley/mods/2400,SMAPI - Stardew Modding API,Pathoschild,未知分类,The mod loader for Stardew Valley.,https://raw.githubusercontent.com/jeeeny/nexus-mod/main/images/2400.png,
1915,内容修补工具,Content Patcher,前置mod,#前置,https://www.nexusmods.com/stardewvalley/mods/1915,Content Patcher,Pathoschild,未知分类,"Loads content packs that change the game's data, images, and maps without replacing XNB files.",https://raw.githubusercontent.com/jeeeny/nexus-mod/main/images/1915.png,
1348,太空核心,SpaceCore,前置mod,#前置,https://www.nexusmods.com/stardewvalley/mods/1348,SpaceCore,spacechase0,未知分类,A framework mod used by some of my other mods.,https://raw.githubusercontent.com/jeeeny/nexus-mod/main/images/1348.png,
2341,星尘之芯,Stardust Core,前置mod,#前置,https://www.nexusmods.com/stardewvalley/mods/2341,Stardust Core,Alpha_Omegasis,未知分类,A mod used as a core library for some of Omegasis's mods.,https://raw.githubusercontent.com/jeeeny/nexus-mod/main/images/2341.png,
999,肖像,Portraiture,前置mod,#前置,https://www.nexusmods.com/stardewvalley/mods/999,Portraiture,Platonymous,未知分类,Add higher resolution portraits and easily switch between different Portrait Mods.,https://raw.githubusercontent.com/jeeeny/nexus-mod/main/images/999.png,
9246,AT替代纹理,AlternativeTextures,前置mod,#前置,https://www.nexusmods.com/stardewvalley/mods/9246,Alternative Textures,PeacefulEnd,未知分类,"Framework which enables texture variation for placeable objects, buildings and entities in Stardew Valley.",https://raw.githubusercontent.com/jeeeny/nexus-mod/main/images/9246.png,
1720,JA,JsonAssets,前置mod,#前置,https://www.nexusmods.com/stardewvalley/mods/1720,Json Assets,spacechase0,未知分类,Lets content packs add custom content to the game.,https://raw.githubusercontent.com/jeeeny/nexus-mod/main/images/1720.jpg,
5098,通用模块配置菜单（GMCM）,Generic Mod Config Menu,管理设置mod,#前置,https://www.nexusmods.com/stardewvalley/mods/5098,Generic Mod Config Menu (GMCM),spacechase0,未知分类,Adds an in-game UI to edit other mods' config options.,https://raw.githubusercontent.com/jeeeny/nexus-mod/main/images/5098.png,
239,npc位置,NPCMapLocation,,#必下mod,https://www.nexusmods.com/stardewvalley/mods/239,NPC Map Locations,Bouhm and Pathoschild,未知分类,"See NPC and players on the map, with an optional minimap.",https://raw.githubusercontent.com/jeeeny/nexus-mod/main/images/239.png,
541,查找一切,LookupAnything,,#必下mod,https://www.nexusmods.com/stardewvalley/mods/541,Lookup Anything,Pathoschild,未知分类,"See live info about whatever's under your cursor when you press F1. Learn a villager's favourite gifts, when a crop will be ready to harvest, how long a fence will last, why your farm animals are unhappy, and more.",https://raw.githubusercontent.com/jeeeny/nexus-mod/main/images/541.png,
2697,跳过钓鱼,SkipFishingMinigameDotnet5,,#必下mod,https://www.nexusmods.com/stardewvalley/mods/2697,Skip Fishing Minigame,DewMods,未知分类,Do fish laugh at you while escaping with your bait and tackle? <br /><br />You can now catch them without any struggle. Just hook them when they bite and you're done!<br /><br />Now updated with auto-fish (enable via config).,https://raw.githubusercontent.com/jeeeny/nexus-mod/main/images/2697.jpeg,
8897,水中的鱼,VisibleFish,,#必下mod,https://www.nexusmods.com/stardewvalley/mods/8897,Visible Fish - see catchable fish in the water,shekurika,未知分类,This mod shows fish that are currently catchable in the water. Works with modded locations + fish!,https://raw.githubusercontent.com/jeeeny/nexus-mod/main/images/8897.png,
518,随时开箱,ChestAnywhere,,#必下mod,https://www.nexusmods.com/stardewvalley/mods/518,Chests Anywhere,Pathoschild,未知分类,"Access your chests, dressers, fridge, shipping bin, and Junimo huts from anywhere and organise them your way. Transfer items without having to run around, from the comfort of your bed to the deepest mine level. Includes optional balanced mode.",https://raw.githubusercontent.com/jeeeny/nexus-mod/main/images/518.png,
10384,一键整理箱子方便的库存,Convenient Inventory,,#必下mod,https://www.nexusmods.com/stardewvalley/mods/10384,Convenient Inventory,gaussfire,未知分类,"Adds convenience features to the player's inventory, such as quick stack to nearby chests and favorited items.",https://raw.githubusercontent.com/jeeeny/nexus-mod/main/images/10384.png,
14494,所有宝箱菜单,All chests menu,,#必下mod,https://www.nexusmods.com/stardewvalley/mods/14494,All Chests Menu,aedenthorn,未知分类,"Provides access to a menu displaying inventories of all player chests and the player backpack that can be sorted, swapped, filtered, organized, transferred between, renamed, etc.",https://raw.githubusercontent.com/jeeeny/nexus-mod/main/images/14494.png,
7098,ui2 信息套件,UI Info suite2,,#必下mod,https://www.nexusmods.com/stardewvalley/mods/7098,UI Info Suite 2,Abs0rbed - tqdv - Annosz,未知分类,Provides helpful information about things around you designed to help you be aware of what's going on without feeling like you're cheating.,https://raw.githubusercontent.com/jeeeny/nexus-mod/main/images/7098.png,
7363,更高级的界面缩放,zoomLevel,,#必下mod,https://www.nexusmods.com/stardewvalley/mods/7363,Zoom Level,thespbgamer,未知分类,Adds new keybindings to adjust the zoom level and UI level past the game limit with a simple config file to change the zoom amount and zoom caps.<br />Now it also has an option to change the camera's position.,https://raw.githubusercontent.com/jeeeny/nexus-mod/main/images/7363.png,
8386,随时保存,Save Anywhere,,#必下mod,https://www.nexusmods.com/stardewvalley/mods/8386,Save Anywhere,Aredjay and Sweet Panda,未知分类,"QuickSave should be used instead of this mod!<br />The mod let you save the game at (almost) every time and place, without you needing to pass the day and go to bed!",https://raw.githubusercontent.com/jeeeny/nexus-mod/main/images/8386.png,
20943,移动一切,Let’s MoveIt,,#必下mod,https://www.nexusmods.com/stardewvalley/mods/20943,Let's Move It,Exblosis,未知分类,"Lets you easily move trees, crops, etc. and also to copy and remove.",https://raw.githubusercontent.com/jeeeny/nexus-mod/main/images/20943.png,
5463,自动浇水,Aotowatering,,#自动｜#必下mod,https://www.nexusmods.com/stardewvalley/mods/5463,Autowatering,stellarashes,未知分类,Automatically waters and fertilize your crops,https://raw.githubusercontent.com/jeeeny/nexus-mod/main/images/5463.png,
1019,自动开关动物门鸡舍畜棚,AutoAnimalDoors,,#自动｜#必下mod,https://www.nexusmods.com/stardewvalley/mods/1019,AutoAnimalDoors,Aaron Taggart,未知分类,Automate the animal door opening/closing process for all your barns and coop.,https://raw.githubusercontent.com/jeeeny/nexus-mod/main/images/1019.png,
1063,自动加工,Automate,,#自动｜#必下mod,https://www.nexusmods.com/stardewvalley/mods/1063,Automate,Pathoschild,未知分类,"Place a chest next to a machine (like a furnace or crystalarium), and the machine will automatically pull raw items from the chest and push processed items into it. Connect multiple machines with a chest to link them.",https://raw.githubusercontent.com/jeeeny/nexus-mod/main/images/1063.png,
20667,自动给宠物倒水,AutoFillPetBowl,,#自动｜#必下mod,https://www.nexusmods.com/stardewvalley/mods/20667,AutoFillPetBowl,Siweipancc,未知分类,"At the start of everyday, it fills your pet's bowl.",https://raw.githubusercontent.com/jeeeny/nexus-mod/main/images/20667.png,
23539,自动抚摸动物,AutomaticPettingOfAnimals,,#自动｜#必下mod,https://www.nexusmods.com/stardewvalley/mods/23539,AutomaticPettingOfAnimals,YangZ,未知分类,Automatically pet all the animals on the farm and increase the animals' affection for you,https://raw.githubusercontent.com/jeeeny/nexus-mod/main/images/23539.png,
21705,自动收集松露,AutoGrab Truffles,,#自动｜#必下mod,https://www.nexusmods.com/stardewvalley/mods/21705,Frostiverse - AutoGrab Truffles,Frostiverse,未知分类,Auto-Grabbers inside of barns that have a pig will pick up the truffles that that pig produces!,https://raw.githubusercontent.com/jeeeny/nexus-mod/main/images/21705.png,
21168,自动采集器,Deluxe Grabber Redux,,#自动｜#必下mod,https://www.nexusmods.com/stardewvalley/mods/21168,Chinese - Deluxe Grabber Redux 1.6,sizau,未知分类,扩大自动采集器的生效范围，使自动采集器能够收获作物、史莱姆球、果树、树丛、采集类物品以及远古斑点。,https://raw.githubusercontent.com/jeeeny/nexus-mod/main/images/21168.jpeg,
28908,自动攻击,AutoCombat,,#自动｜#必下mod,https://www.nexusmods.com/stardewvalley/mods/28908,AutoCombat,YunHikari,未知分类,This mod provides the greatest assistance for combat automation.,https://raw.githubusercontent.com/jeeeny/nexus-mod/main/images/28908.png,
3109,自动栅栏门,AutomaticGates,,#自动｜#必下mod,https://www.nexusmods.com/stardewvalley/mods/3109,Automatic Gates,Rakiin aka ScheKaa,未知分类,Opens and closes gates automatically.,https://raw.githubusercontent.com/jeeeny/nexus-mod/main/images/3109.jpeg,
22479,自动进食（矿洞）,Auto-Eat,,#自动,https://www.nexusmods.com/stardewvalley/mods/22479,Auto-Eat for 1.6,ruanimal,未知分类,Eat food automatically upon running out of stamina or health.,https://raw.githubusercontent.com/jeeeny/nexus-mod/main/images/22479.png,
1895,自动钓鱼,AutoFish,,#自动,https://www.nexusmods.com/stardewvalley/mods/1895,AutoFish,WhiteMind,未知分类,Auto play fish minigame and fishing rod auto hit.,https://raw.githubusercontent.com/jeeeny/nexus-mod/main/images/1895.png,
15216,自动切换工具,,,#自动,https://www.nexusmods.com/stardewvalley/mods/15216,Tool Smart Switch,aedenthorn,未知分类,"Auto-switch tools in your tool bar when interacting with objects, nature, animals, etc.",https://raw.githubusercontent.com/jeeeny/nexus-mod/main/images/15216.png,
20924,一键收货,,,#机制类,https://www.nexusmods.com/stardewvalley/mods/20924,Easy Harvest,season,未知分类,"Easy Harvest when wield scythe or weapon. (For 1.6)<br />Harvest Crops, Harvest Forages, Harvest Machine Products, Dig Up Earthworm Spot, Watering Crops, Search Garbage Can, etc.<br />Also can add crops in bulk to the kegs, add items in bulk to the machines, quickly cultivate around the sprinkler.",https://raw.githubusercontent.com/jeeeny/nexus-mod/main/images/20924.jpeg,
18224,战斗无人机,,,#机制类,https://www.nexusmods.com/stardewvalley/mods/18224,Personal Combat Drone Redux,Prism 99,未知分类,"This is a redux version of cotboy's mod Pesonal Combat Drone.  This drone will keep you safe and kill any monster you encounter, so you can mine, fish, or be on your farm at night in peace. It can be toggled it on or off with a keyboard shortcut.",https://raw.githubusercontent.com/jeeeny/nexus-mod/main/images/18224.jpeg,
38895,农业无人机,,,#机制类,https://www.nexusmods.com/stardewvalley/mods/38895,Drone Warehouse,LodGvedeon,未知分类,"Automated farming comes to Stardew Valley! Build a Drone Warehouse and deploy animated drones that harvest crops, water fields, pet animals, and plant seeds — all on their own. Streamline your farm with style and efficiency! Ru/En/Es",https://raw.githubusercontent.com/jeeeny/nexus-mod/main/images/38895.png,
963,沙漠矿洞电梯,SkullCavernElevator,,#必下mod｜#机制类,https://www.nexusmods.com/stardewvalley/mods/963,Skull Cavern Elevator,Lestoph,未知分类,Adds an elevator to the Skull Cavern,https://raw.githubusercontent.com/jeeeny/nexus-mod/main/images/963.jpg,
13650,海滩矿车（艾利欧特门口,,,#机制类,https://www.nexusmods.com/stardewvalley/mods/13650,Beach Minecart (CP),UncleArya,未知分类,Adds an additional minecart location for the beach using Content Patcher.,https://raw.githubusercontent.com/jeeeny/nexus-mod/main/images/13650.png,
1682,没有乌鸦,No Crows,,#机制类,https://www.nexusmods.com/stardewvalley/mods/1682,No Crows,Cat,未知分类,This mod stops crows from eating your crops! Now there's no need to worry about scarecrow placement!,https://raw.githubusercontent.com/jeeeny/nexus-mod/main/images/1682.png,
21346,不需要煤炭,No Coal For Machines,,#机制类,https://www.nexusmods.com/stardewvalley/mods/21346,No Coal For Machines,voiddreams,未知分类,"Removes the need for coal when using the fish smoker, furnace, or heavy furnace, with an option to replace it with wood.",https://raw.githubusercontent.com/jeeeny/nexus-mod/main/images/21346.jpeg,
12831,反射星星水中倒影,Dynamic Reflections,,#必下mod,https://www.nexusmods.com/stardewvalley/mods/12831,Dynamic Reflections,PeacefulEnd,未知分类,Framework which enables mirror and water reflections within Stardew Valley.,https://raw.githubusercontent.com/jeeeny/nexus-mod/main/images/12831.png,
6893,社区中心提示,,,#机制类,https://www.nexusmods.com/stardewvalley/mods/6893,Community Center Helper,vgperson,未知分类,"Adds in-game suggestions of where to find items for the Community Center when you hover over them in the bundle menu, and optionally in the Collections tab.",https://raw.githubusercontent.com/jeeeny/nexus-mod/main/images/6893.png,
1401,拖拉机,Tractor Mod,,#机制类,https://www.nexusmods.com/stardewvalley/mods/1401,Tractor Mod,Pathoschild,未知分类,"Buy a tractor to more efficiently work with crops, clear twigs and rocks, etc.",https://raw.githubusercontent.com/jeeeny/nexus-mod/main/images/1401.png,
27489,邮件送礼物,Pen Pals,,#必下mod,https://www.nexusmods.com/stardewvalley/mods/27489,Pen Pals,focustense,未知分类,Gift-giving for busy farmers: make your mailbox work for you!,https://raw.githubusercontent.com/jeeeny/nexus-mod/main/images/27489.png,
7842,邮件服务,Mail ServicesMod,前置mod,#必下mod,https://www.nexusmods.com/stardewvalley/mods/7842,Mail Services Mod,Digus,未知分类,Provides some of Stardew Valley services through the mail. You can send and receive tool upgrades through the mail. You can complete delivery quests through the mail. You can receive recovered items through  the mail. You can send gifts through the mail.,https://raw.githubusercontent.com/jeeeny/nexus-mod/main/images/7842.png,
1536,邮件框架模型,MailFrameworkMod,前置mod,#必下mod,https://www.nexusmods.com/stardewvalley/mods/1536,Mail Framework Mod,Digus,未知分类,Framework to use the in game mailbox. Console commands to adjust the mail. Code and Content Pack interfaces.,https://raw.githubusercontent.com/jeeeny/nexus-mod/main/images/1536.png,
17714,npc回礼,Reciprocate,,#必下mod,https://www.nexusmods.com/stardewvalley/mods/17714,Reciprocate,YunHikari,未知分类,This mod adds a possibility for the villagers in Stardew Valley to trigger a gift-giving response when they receive a present. The likelihood of triggering this response is highly dependent on factors such as the frequency of gifts from the player and whether the gift is liked by the villager.,https://raw.githubusercontent.com/jeeeny/nexus-mod/main/images/17714.png,
29793,回礼前置,SorryLabCore,前置mod,#必下mod,https://www.nexusmods.com/stardewvalley/mods/29793,SorryLab Core,YunHikari,未知分类,Core mod for YunHikari mods.,https://raw.githubusercontent.com/jeeeny/nexus-mod/main/images/29793.png,
3214,更多戒指,Wear More Rings,,#必下mod,https://www.nexusmods.com/stardewvalley/mods/3214,Wear More Rings,bcmpinc,未知分类,Configure the amount of ring slots in your inventory. By default adds 4 additional ring slots.,https://raw.githubusercontent.com/jeeeny/nexus-mod/main/images/3214.png,
3213,更多戒指前置,Stardew Hack,前置mod,#必下mod,https://www.nexusmods.com/stardewvalley/mods/3213,StardewHack,bcmpinc,未知分类,Library mod used by my other mods. Doesn't do much on its own.,https://raw.githubusercontent.com/jeeeny/nexus-mod/main/images/3213.png,
21449,果树调整,,,#机制类,https://www.nexusmods.com/stardewvalley/mods/21449,Fruit Tree Tweaks For 1.6,aedenthorn and chiccen,未知分类,"Lets you plant fruit trees next to other trees and on any map or tile, let them grow next to objects and crops, change their growth rate, set max fruit and fruit per day, days maturity required for quality crops, and more! I did not create this mod, but have been responsible for updating and maintaining it since 1.6 release 2024.",https://raw.githubusercontent.com/jeeeny/nexus-mod/main/images/21449.png,
21001,npc最爱的礼物提示,Gift Taste Helper Continued x2,,#必下mod,https://www.nexusmods.com/stardewvalley/mods/21001,Gift Taste Helper Continued x2,JoXW,未知分类,"Displays a helpful tooltip that shows an NPC's favourite gifts when hovering over their birthday on the calendar or the social page. <br />- A continuation of Gift Taster Helper by tstaples, and the continuation by Isi0",https://raw.githubusercontent.com/jeeeny/nexus-mod/main/images/21001.png,
1630,todolist,,,#机制类,https://www.nexusmods.com/stardewvalley/mods/1630,To Do List,eleanoot,未知分类,"Open a to do list allowing you to type in reminders for your own tasks you want to complete and stop forgetting what you were doing. Tasks are permanent in the list until clicked, and will remain even between save file loads.",https://raw.githubusercontent.com/jeeeny/nexus-mod/main/images/1630.png,
20985,柜台自助购物,self serve,,#必下mod,https://www.nexusmods.com/stardewvalley/mods/20985,Self Serve for 1.6,NeverToxic,未知分类,Don't want to wait for shop owners like Marnie and Clint while they're gone? You no longer have to! Access any shop services even while its owner isn't attending it.,https://raw.githubusercontent.com/jeeeny/nexus-mod/main/images/20985.jpeg,
23169,游泳,Swim Mod,,#机制类,https://www.nexusmods.com/stardewvalley/mods/23169,Swim - Continued,aedenthorn and FlyingTNT,未知分类,"Allows you to swim anywhere there is water, wear your swimsuit on land, and dive for treasure or swim with rainbow fishies.",https://raw.githubusercontent.com/jeeeny/nexus-mod/main/images/23169.png,
36259,星露谷背考研四六级词汇,VocabValley,,#扩展类,https://www.nexusmods.com/stardewvalley/mods/36259,VocabValley,HahaGaming,未知分类,A vocabulary-learning Mod,https://raw.githubusercontent.com/jeeeny/nexus-mod/main/images/36259.jpg,
1845,更大背包（48格）,BiggerBackpack,,#必下mod｜#机制类,https://www.nexusmods.com/stardewvalley/mods/1845,Bigger Backpack,spacechase0 and bcmpinc,未知分类,"Buy a bigger backpack at Pierre's for only 50,000g!",https://raw.githubusercontent.com/jeeeny/nexus-mod/main/images/1845.png,
13827,更大背包（72格）,,,#机制类,https://www.nexusmods.com/stardewvalley/mods/13827,More Backpack Upgrades,aedenthorn,未知分类,Uses Custom Backpack Framework to add three more levels of backpack upgrades for a maximum player inventory of 72 slots (fully customizable).,https://raw.githubusercontent.com/jeeeny/nexus-mod/main/images/13827.png,
30323,无限容量箱,Unlimited Storage,,#机制类,https://www.nexusmods.com/stardewvalley/mods/30323,Unlimited Storage,LeFauxMatt,未知分类,Makes storages hold unlimited items.,https://raw.githubusercontent.com/jeeeny/nexus-mod/main/images/30323.png,
11115,更好的制作,,,#机制类,https://www.nexusmods.com/stardewvalley/mods/11115,Better Crafting,Khloe Leclair,未知分类,"A new crafting UI with support for customizable categories and favorites. Easy bulk crafting. Better Workbench functionality. And, optionally, constructing buildings right from the crafting menu using an extra mod.",https://raw.githubusercontent.com/jeeeny/nexus-mod/main/images/11115.png,
15223,穿过庄稼作物,,,#必下mod,https://www.nexusmods.com/stardewvalley/mods/15223,Passable Crops,ncarigon,未知分类,"Allows farmers to pass through all crops, and some crop-related objects.",https://raw.githubusercontent.com/jeeeny/nexus-mod/main/images/15223.png,
5450,季节服饰,,,#服饰,https://www.nexusmods.com/stardewvalley/mods/5450,Seasonal Outfits - Slightly Cuter Aesthetic,Poltergeister and various artists,未知分类,Overhauls all character sprites and portraits for a slightly cuter aesthetic,https://raw.githubusercontent.com/jeeeny/nexus-mod/main/images/5450.png,
1232,小马瘦身,,,#必下mod,https://www.nexusmods.com/stardewvalley/mods/1232,Pony Weight Loss Program,BadNetCode,未知分类,Allows horses to pass vertically through single tile openings.,https://raw.githubusercontent.com/jeeeny/nexus-mod/main/images/1232.gif,
2847,帽子不会遮盖头发,,,#必下mod,https://www.nexusmods.com/stardewvalley/mods/2847,Hats Won't Mess Up Hair,misatse1019,未知分类,Prevents hats from changing your hairstyle while equipped.,https://raw.githubusercontent.com/jeeeny/nexus-mod/main/images/2847.png,
11368,npc收礼反应,,,#必下mod,https://www.nexusmods.com/stardewvalley/mods/11368,More Specific Gift Reaction - Dialogue Expansion - Chinese- (1.6 compatible),Kaori_Haruta,未知分类,覺得NPC們收禮物的台詞還不夠豐富嗎？本MOD給NPC增添了不同的收禮台詞。現在村民們會表達出他們對具體禮物的感想了！（1.6版本適用）,https://raw.githubusercontent.com/jeeeny/nexus-mod/main/images/11368.png,
520,生日快乐,Happy Birthday,,#必下mod,https://www.nexusmods.com/stardewvalley/mods/520,Happy Birthday,Alpha_Omegasis,未知分类,A mod that adds in the player's birthday to Stardew Valley.,https://raw.githubusercontent.com/jeeeny/nexus-mod/main/images/520.png,
31683,洗衣机每天换衣服,,,#机制类,https://www.nexusmods.com/stardewvalley/mods/31683,Laundry Machines,fireredlily,未知分类,Adds three different Laundry Machine models to Robin's shop that produce either one piece of clothing or one piece of cloth per day. Also adds the ability to recycle unwanted hats or clothing back into cloth.,https://raw.githubusercontent.com/jeeeny/nexus-mod/main/images/31683.png,
20865,雷神炸树｜快速清理石头和树木,Easy Cleaner,,#机制类,https://www.nexusmods.com/stardewvalley/mods/20865,Easy Cleaner,season,未知分类,"Quickly clean up weeds, twigs, and stones in Farm and Stardew Valley.  (For 1.6)",https://raw.githubusercontent.com/jeeeny/nexus-mod/main/images/20865.jpeg,
8374,更大的温室,Pookachu's Insane Greenhouse,,#必下mod,https://www.nexusmods.com/stardewvalley/mods/8374,Pookachu's Insane Greenhouse,Pookachu,未知分类,"An insanely large greenhouse. *Now features a second layout for upgraded sprinkler users*, *and a layout with storage space and just 5x5 plots*",https://raw.githubusercontent.com/jeeeny/nexus-mod/main/images/8374.png,
7493,配偶对玩家死亡的反应,,,#必下mod,https://www.nexusmods.com/stardewvalley/mods/7493,Spouses React to Player 'Death',CasualInvidia,未知分类,"Content pack that adds cutscenes after ""dying"" in the mines, Skull Cavern, or volcano, to add a splash of drama between you and your spouse. Special dialogue for all vanilla spouses + SVE spouses + more!",https://raw.githubusercontent.com/jeeeny/nexus-mod/main/images/7493.png,
7403,坐下恢复体力,,,#必下mod,https://www.nexusmods.com/stardewvalley/mods/7403,Sit and Rest,Krutonium,未知分类,Lets you sit to recover your health and stamina,https://raw.githubusercontent.com/jeeeny/nexus-mod/main/images/7403.png,
32078,结婚纪念日,,,#婚姻,https://www.nexusmods.com/stardewvalley/mods/32078,Wedding Anniversaries,Kantrip,未知分类,NPC spouses will now remember your wedding anniversary and give a custom gift. UPDATED to work with multiple spouses!,https://raw.githubusercontent.com/jeeeny/nexus-mod/main/images/32078.png,
20599,多婚,,,#婚姻,https://www.nexusmods.com/stardewvalley/mods/20599,PolyamorySweet,ApryllForever,未知分类,"Permits multiple spouses or roommates, allows multiple spouses at weddings, and also, unlimited hugging and kissing!!! For Stardew 1.6. Compatible with SVE, RSV, ES, ARV, and any other expansion with datable NPC's!",https://raw.githubusercontent.com/jeeeny/nexus-mod/main/images/20599.png,
10206,全镇可娶,,,#婚姻,https://www.nexusmods.com/stardewvalley/mods/10206,Looking For Love,foggywizard,未知分类,Updated Siv's Marriage Mod. Makes the older vanilla singles romanceable. And optionally younger.,https://raw.githubusercontent.com/jeeeny/nexus-mod/main/images/10206.gif,
3094,矿洞梯子定位,,,#必下mod｜#机制类,https://www.nexusmods.com/stardewvalley/mods/3094,Ladder Locator,ChaosEnergy,未知分类,Marks the stones hiding a ladder in the mines.,https://raw.githubusercontent.com/jeeeny/nexus-mod/main/images/3094.jpeg,
8505,事件查找剧情触发,Event Lookup,,#必下mod｜#机制类,https://www.nexusmods.com/stardewvalley/mods/8505,Event Lookup,shekurika,未知分类,This mod adds a GUI and two commands that allow to lookup events by ID/character name. It also has a function to show all events that are available to you today in an ingame interface.,https://raw.githubusercontent.com/jeeeny/nexus-mod/main/images/8505.png,
19309,集镇,MarketTown,汉化19475,#扩展类｜#必下mod,https://www.nexusmods.com/stardewvalley/mods/19309,Market Town - Food Store _ Flower Shop _ Fishery and more,HaPyke,未知分类,"Lets you open your own Restaurant, Floral Shop, Fishery, and more. Cook, harvest, and sell to villagers",https://raw.githubusercontent.com/jeeeny/nexus-mod/main/images/19309.png,
9991,面包店和咖啡装修家具,,,#家具,https://www.nexusmods.com/stardewvalley/mods/9991,Hxw Bakery and Cafe Furniture,Himetarts and Wildflour,未知分类,Hey kid. <br />You wanna build your own bakery?<br /> Boy do I got 50+ furniture items for you.,https://raw.githubusercontent.com/jeeeny/nexus-mod/main/images/9991.png,
18814,集市装修家具,,,#家具,https://www.nexusmods.com/stardewvalley/mods/18814,HxW Farmer's Market Furniture - Core,Himetarts and Wildflour,未知分类,Farmer's Market Furniture set for all of your farmer and merchant needs! 100+ pieces for Content Patcher,https://raw.githubusercontent.com/jeeeny/nexus-mod/main/images/18814.png,
33104,和刘易斯竞选市长,Mayor Mod,汉化35734、前置1915,#扩展类,https://www.nexusmods.com/stardewvalley/mods/33104,Mayor Mod,EmuEngine,未知分类,Ever dreamed of running Pelican Town your way? Now you can run for mayor of Pelican town. Say goodbye to Mayor Lewis because it's finally time for fresh leadership!,https://raw.githubusercontent.com/jeeeny/nexus-mod/main/images/33104.png,
36855,模拟城市市长,,,#扩展类,https://www.nexusmods.com/stardewvalley/mods/36855,Mayor's Town,ThatKingKai,未知分类,Dwarf Fortress meets Stardew Valley! City Management layer of Gameplay layered on top of Stardew Valley!,https://raw.githubusercontent.com/jeeeny/nexus-mod/main/images/36855.png,
14110,立即建造不用等罗宾,,,#机制类,https://www.nexusmods.com/stardewvalley/mods/14110,Instant Building Construction and Upgrade,aedenthorn,未知分类,Causes building construction and upgrade to finish immediately upon purchase.,https://raw.githubusercontent.com/jeeeny/nexus-mod/main/images/14110.png,
8918,即刻升级武器,,,#机制类,https://www.nexusmods.com/stardewvalley/mods/8918,Instant Tool Upgrades,Binarynova,未知分类,This mod makes Clint give you your upgraded tools immediately. No more waiting two days for your important tools!,https://raw.githubusercontent.com/jeeeny/nexus-mod/main/images/8918.jpeg,
2736,加速行走,Movement Speed,,#必下mod,https://www.nexusmods.com/stardewvalley/mods/2736,Movement Speed,bcmpinc,未知分类,Changes the player's movement speed and charging time of the hoe and watering can.,https://raw.githubusercontent.com/jeeeny/nexus-mod/main/images/2736.png,
3782,售卖一切,ShipAnything,,#必下mod,https://www.nexusmods.com/stardewvalley/mods/3782,Ship Anything,berkayylmao,未知分类,"Sell ANYTHING (boots, rings, tools,weapons, furniture, wallpapers, etc.) using the shipping bin. (Still works as of 2025 Jan 4th!)",https://raw.githubusercontent.com/jeeeny/nexus-mod/main/images/3782.png,
169,时间暂停,timeSpeed,,#机制类,https://www.nexusmods.com/stardewvalley/mods/169,TimeSpeed,cantorsdust and Pathoschild,未知分类,"Control the flow of time in the game: speed it up, slow it down, or freeze it altogether. This can happen automatically or when you press a key in the game.",https://raw.githubusercontent.com/jeeeny/nexus-mod/main/images/169.png,
20661,合作档时间暂停,WAIT,,#机制类,https://www.nexusmods.com/stardewvalley/mods/20661,WAIT - Refined Multiplayer Time Pause,aurpine,未知分类,Configurable mod that simulates normal time pausing in multiplayer games. Compatible with Stardew 1.6. Includes optional cheats.,https://raw.githubusercontent.com/jeeeny/nexus-mod/main/images/20661.jpeg,
16031,保持联络,Keep In Touch,,#必下mod,https://www.nexusmods.com/stardewvalley/mods/16031,Keep In Touch,Itivuttakam,未知分类,"为农夫添加来自城市的各种对象的信件，增强与外界的联系感。<br />Add mails from outside the Pelican Town, enhancing the connection with the outside world.",https://raw.githubusercontent.com/jeeeny/nexus-mod/main/images/16031.png,
15497,浪漫的情书,Romantic love letters,,#必下mod,https://www.nexusmods.com/stardewvalley/mods/15497,Romantic love letters,Liaodonghe,未知分类,"With this mod, NPCs will respond to your friendship (love) in the form of love letters. The content of the letter changes with the season, and there will also be invitation letters from NPCs the day before the festivals.",https://raw.githubusercontent.com/jeeeny/nexus-mod/main/images/15497.png,
16892,更多信件,Life in Pelican Town,,#必下mod,https://www.nexusmods.com/stardewvalley/mods/16892,More letters - Life in Pelican Town,Itivuttakam,未知分类,12位青年的生活日常来信。他们会和你说些什么呢？,https://raw.githubusercontent.com/jeeeny/nexus-mod/main/images/16892.png,
27043,浪漫收入,Romantic Revenue,,#必下mod｜#婚姻,https://www.nexusmods.com/stardewvalley/mods/27043,Romantic Revenue,Astraios911,未知分类,This mod makes your spouse give you a portion of their income every month.,https://raw.githubusercontent.com/jeeeny/nexus-mod/main/images/27043.png,
19666,配偶有工资,,,#婚姻,https://www.nexusmods.com/stardewvalley/mods/19666,,Kii,未知分类,为您的小镇添加一个ATM，您可以在这里存款，取款，贷款，还款,https://raw.githubusercontent.com/jeeeny/nexus-mod/main/images/19666.jpg,
10287,更好的友谊,,,#必下mod,https://www.nexusmods.com/stardewvalley/mods/10287,Better Friendship,Urbanyeti,未知分类,Adds thought bubbles over villagers to indicate their favorite gifts from your inventory and when they'd like to talk.,https://raw.githubusercontent.com/jeeeny/nexus-mod/main/images/10287.png,
